response,token,correct,contrast,vib_style,placement,pID
jerry,jerry,1,vf,ctrl,hands,7
wafer,waiver,0,vf,ctrl,hands,7
as,as,1,vf,lowfi,hands,7
zap,sap,0,vf,amp,hands,7
tuck,tuck,1,vs,lowfi,hands,7
bad,bad,1,Vhl,ctrl,hands,7
bin,bun,0,Vhl,ctrl,hands,7
lock,log,0,vs,ctrl,hands,7
gremlin,Kremlin,0,vs,lowfi,hands,7
at,at,1,vs,amp,hands,7
cheek,cheek,1,Vhl,lowfi,hands,7
nip,nip,1,Vhl,amp,hands,7
pal,pal,1,Vhl,ctrl,hands,7
rifle,rifle,1,vf,lowfi,hands,7
rang,ring,0,Vhl,ctrl,hands,7
fence,fence,1,vf,ctrl,hands,7
bat,pat,0,vs,ctrl,hands,7
tan,Dan,0,vs,ctrl,hands,7
blank,plank,0,vs,amp,hands,7
lope,lope,1,vs,amp,hands,7
smock,smock,1,vs,ctrl,hands,7
ease,ease,1,Vhl,lowfi,hands,7
calf,calve,0,vf,ctrl,hands,7
struck,streak,0,Vhl,ctrl,hands,7
vetted,vetted,1,vf,amp,hands,7
bant,bant,1,vs,ctrl,hands,7
beam,beam,1,Vhl,amp,hands,7
buzz,buzz,1,vf,ctrl,hands,7
tame,dame,0,vs,amp,hands,7
fit,fit,1,Vhl,lowfi,hands,7
thigh,thy,0,vf,amp,hands,7
zip,zip,1,vf,ctrl,hands,7
slick,slick,1,Vhl,amp,hands,7
drum,drum,1,Vhl,lowfi,hands,7
trace,trays,0,vf,lowfi,hands,7
swim,swam,0,Vhl,amp,hands,7
Jane,Jane,1,vf,ctrl,hands,7
wiggle,waggle,0,Vhl,ctrl,hands,7
proove,proof,0,vf,lowfi,hands,7
limb,limb,1,Vhl,lowfi,neck,7
stop,stop,1,Vhl,amp,neck,7
kill,kill,1,vs,lowfi,neck,7
sax,sax,1,Vhl,ctrl,neck,7
pi,by,0,vs,lowfi,neck,7
tot,tot,1,Vhl,lowfi,neck,7
nap,nab,0,vs,amp,neck,7
batch,badge,0,vf,lowfi,neck,7
should,shard,0,Vhl,ctrl,neck,7
peed,peed,1,vs,amp,neck,7
believe,believe,1,vf,lowfi,neck,7
ton,done,0,vs,lowfi,neck,7
pile,pile,1,vs,ctrl,neck,7
live,life,0,vf,amp,neck,7
bias,bias,1,vf,ctrl,neck,7
clot,clot,1,vs,ctrl,neck,7
bare,pair,0,vs,amp,neck,7
chick,chick,1,Vhl,lowfi,neck,7
define,define,1,vf,lowfi,neck,7
mutt,mutt,1,Vhl,ctrl,neck,7
peter,patter,0,Vhl,amp,neck,7
soup,soup,1,Vhl,ctrl,neck,7
doom,doom,1,vs,ctrl,neck,7
foot,foot,1,Vhl,ctrl,neck,7
fizz,fizz,1,vf,ctrl,neck,7
pain,bane,0,vs,ctrl,neck,7
price,price,1,vf,amp,neck,7
fuzz,fuzz,1,vf,lowfi,neck,7
trim,trim,1,Vhl,amp,neck,7
besiege,besiege,1,vf,lowfi,neck,7
refuse,refuse,1,vf,amp,neck,7
cob,cob,1,vs,lowfi,neck,7
damn,damn,1,Vhl,ctrl,neck,7
beef,buff,0,Vhl,amp,neck,7
batty,patty,0,vs,lowfi,neck,7
heel,heel,1,Vhl,amp,neck,7
gait,kate,0,vs,lowfi,neck,7
vat,fat,0,vf,amp,neck,7
clique,cluck,0,Vhl,ctrl,neck,7
par,par,1,vs,lowfi,neck,7
chip,chip,1,Vhl,ctrl,neck,7
fret,fred,0,vs,ctrl,neck,7
bed,bed,1,vs,lowfi,neck,7
was,woos,0,Vhl,amp,neck,7
miss,miss,1,Vhl,ctrl,neck,7
deafen,deafen,1,vf,amp,neck,7
ice,ice,1,vf,lowfi,neck,7
leaky,leaky,1,Vhl,amp,neck,7
fail,fail,1,vf,lowfi,neck,7
loose,loose,1,Vhl,ctrl,neck,7
mean,man,0,Vhl,lowfi,neck,7
laze,laze,1,vf,amp,neck,7
league,league,1,Vhl,amp,neck,7
khaki,khaki,1,Vhl,lowfi,neck,7
moos,moos,1,vf,amp,neck,7
pan,pan,1,vs,amp,neck,7
vent,vend,0,vs,ctrl,neck,7
file,file,1,vf,amp,neck,7
beach,beach,1,vs,ctrl,neck,7
town,town,1,vs,amp,neck,7
neat,neat,1,Vhl,amp,neck,7
dime,dime,1,vs,lowfi,neck,7
teat,teat,1,Vhl,amp,neck,7
zoo,zoo,1,vf,amp,neck,7
begun,begun,1,Vhl,amp,neck,7
bought,bawd,0,vs,ctrl,neck,7
prude,prude,1,Vhl,lowfi,neck,7
boot,booed,0,vs,amp,neck,7
bad,bat,0,vs,lowfi,neck,7
try,try,1,vs,amp,neck,7
teens,teens,1,Vhl,lowfi,neck,7
dep,deb,0,vs,amp,neck,7
cuz,cuz,1,vf,ctrl,neck,7
lip,lip,1,vs,amp,neck,7
shack,jack,0,vf,amp,neck,7
nook,nook,1,Vhl,amp,neck,7
pens,pens,1,vf,ctrl,neck,7
dale,dale,1,vs,ctrl,neck,7
fairy,vary,0,vf,amp,neck,7
teach,teach,1,Vhl,amp,neck,7
paste,baste,0,vs,lowfi,neck,7
jeer,jeer,1,vf,lowfi,neck,7
blood,blood,1,Vhl,ctrl,neck,7
focal,focal,1,vf,ctrl,neck,7
tab,tab,1,vs,amp,neck,7
vendor,fender,0,vf,amp,neck,7
proof,prof,0,Vhl,ctrl,neck,7
seek,sack,0,Vhl,amp,neck,7
meat,meat,1,Vhl,lowfi,neck,7
chest,jest,0,vf,ctrl,neck,7
six,six,1,Vhl,amp,neck,18
time,dime,0,vs,lowfi,neck,18
was,woos,0,Vhl,ctrl,neck,18
league,leek,0,vs,lowfi,neck,18
rig,rick,0,vs,amp,neck,18
tomb,doom,0,vs,ctrl,neck,18
wife,wife,1,vf,lowfi,neck,18
define,define,1,vf,amp,neck,18
vast,vast,1,vf,ctrl,neck,18
beseech,besiege,0,vf,amp,neck,18
bin,bin,1,Vhl,amp,neck,18
eyes,eyes,1,vf,amp,neck,18
tan,tan,1,vs,amp,neck,18
wink,wink,1,Vhl,lowfi,neck,18
rifle,rival,0,vf,ctrl,neck,18
hers,hers,1,vf,ctrl,neck,18
slick,slack,0,Vhl,ctrl,neck,18
dep,deb,0,vs,ctrl,neck,18
beef,beef,1,Vhl,ctrl,neck,18
peter,peter,1,Vhl,amp,neck,18
khaki,khaki,1,Vhl,amp,neck,18
pant,pant,1,vs,ctrl,neck,18
jeer,jeer,1,vf,ctrl,neck,18
toll,toll,1,vs,lowfi,neck,18
cat,cat,1,vs,amp,neck,18
peed,peed,1,vs,amp,neck,18
ring,rang,0,Vhl,amp,neck,18
lip,lip,1,vs,amp,neck,18
zap,sap,0,vf,amp,neck,18
cuss,cuss,1,vf,amp,neck,18
bat,bat,1,vs,amp,neck,18
prude,prude,1,Vhl,lowfi,neck,18
foot,foot,1,Vhl,ctrl,neck,18
nook,nark,0,Vhl,amp,neck,18
jerry,jerry,1,vf,ctrl,neck,18
lope,lobe,0,vs,ctrl,neck,18
sack,sack,1,Vhl,lowfi,neck,18
gremlin,Kremlin,0,vs,lowfi,neck,18
tack,tack,1,Vhl,lowfi,neck,18
face,face,1,vf,lowfi,neck,18
smock,smock,1,vs,amp,neck,18
swim,swam,0,Vhl,lowfi,neck,18
deafen,deafen,1,vf,ctrl,neck,18
fret,fret,1,vs,ctrl,neck,18
prize,price,0,vf,ctrl,neck,18
vendor,vendor,1,vf,ctrl,neck,18
trace,trace,1,vf,amp,neck,18
beam,bum,0,Vhl,amp,neck,18
dream,drum,0,Vhl,lowfi,neck,18
wafer,wafer,1,vf,ctrl,neck,18
sip,sip,1,vf,amp,neck,18
neat,neat,1,Vhl,ctrl,neck,18
proof,proove,0,vf,amp,neck,18
teat,tat,0,Vhl,amp,neck,18
class,class,1,vs,ctrl,neck,18
touch,touch,1,Vhl,ctrl,neck,18
league,league,1,Vhl,amp,neck,18
add,add,1,vs,ctrl,neck,18
gait,gait,1,vs,ctrl,neck,18
book,book,1,Vhl,ctrl,neck,18
begun,begun,1,Vhl,ctrl,neck,18
chick,chick,1,Vhl,amp,neck,18
plank,blank,0,vs,amp,neck,18
race,raze,0,vf,ctrl,neck,18
focal,vocal,0,vf,ctrl,neck,18
meat,meat,1,Vhl,lowfi,neck,18
zinc,sink,0,vf,ctrl,neck,18
jack,shack,0,vf,amp,neck,18
manse,mans,0,vf,ctrl,neck,18
trim,trim,1,Vhl,amp,neck,18
teens,tons,0,Vhl,lowfi,neck,18
weak,weak,1,Vhl,amp,neck,18
par,par,1,vs,amp,neck,18
chip,chip,1,Vhl,amp,neck,18
sack,sack,1,vf,lowfi,neck,18
fence,fence,1,vf,amp,neck,18
trill,trill,1,vs,amp,neck,18
bias,bias,1,vf,amp,neck,18
file,vile,0,vf,lowfi,neck,18
cod,cot,0,vs,lowfi,neck,18
atom,Adam,0,vs,lowfi,neck,18
fuzz,fuss,0,vf,amp,neck,18
life,live,0,vf,ctrl,neck,18
meet,meet,1,Vhl,ctrl,neck,18
tens,tens,1,vf,amp,neck,18
thigh,thigh,1,vf,ctrl,neck,18
jest,chest,0,vf,lowfi,neck,18
nip,nip,1,Vhl,amp,neck,18
pack,back,0,vs,amp,neck,18
van,fan,0,vf,lowfi,neck,18
pin,bin,0,vs,amp,hands,18
bleat,bleat,1,vs,lowfi,hands,18
zips,zaps,0,Vhl,lowfi,hands,18
fizz,viz,0,vf,lowfi,hands,18
teeth,teeth,1,vf,ctrl,hands,18
fault,fault,1,vf,ctrl,hands,18
pence,pence,1,vf,amp,hands,18
batch,batch,1,vf,lowfi,hands,18
try,dry,0,vs,lowfi,hands,18
damn,deem,0,Vhl,lowfi,hands,18
tale,tale,1,vs,amp,hands,18
fleas,fleas,1,vf,ctrl,hands,18
bus,buzz,0,vf,ctrl,hands,18
cat,cad,0,vs,amp,hands,18
tab,tab,1,vs,ctrl,hands,18
kill,gill,0,vs,amp,hands,18
clot,clod,0,vs,ctrl,hands,18
sop,soup,0,Vhl,amp,hands,18
boot,boot,1,vs,ctrl,hands,18
moose,moose,1,vf,lowfi,hands,18
paste,baste,0,vs,lowfi,hands,18
bane,pain,0,vs,ctrl,hands,18
bard,bard,1,vs,lowfi,hands,18
gin,gin,1,vf,ctrl,hands,18
patty,patty,1,vs,ctrl,hands,18
waggle,waggle,1,Vhl,lowfi,hands,18
hard,hood,0,Vhl,lowfi,hands,18
safe,safe,1,vf,lowfi,hands,18
bat,bad,0,vs,lowfi,hands,18
cave,gave,0,vs,lowfi,hands,18
pee,pee,1,vs,amp,hands,18
nap,nap,1,vs,ctrl,hands,18
pill,pal,0,Vhl,ctrl,hands,18
bead,bad,0,Vhl,ctrl,hands,18
man,man,1,Vhl,lowfi,hands,18
gay,gay,1,vs,lowfi,hands,18
pan,ban,0,vs,ctrl,hands,18
boop,boop,1,vs,ctrl,hands,18
loose,loose,1,vf,amp,hands,18
struck,struck,1,Vhl,lowfi,hands,18
belief,believe,0,vf,ctrl,hands,18
shook,shook,1,Vhl,lowfi,hands,18
laze,laze,1,vf,amp,hands,18
clique,cluck,0,Vhl,amp,hands,18
vent,vend,0,vs,lowfi,hands,18
cheek,cheek,1,Vhl,ctrl,hands,18
fetid,vetted,0,vf,ctrl,hands,18
loss,loose,0,Vhl,ctrl,hands,18
fairy,fairy,1,vf,ctrl,hands,18
bought,bawd,0,vs,amp,hands,18
vox,vox,1,vf,ctrl,hands,18
bang,pang,0,vs,ctrl,hands,18
proof,prof,0,Vhl,ctrl,hands,18
damn,damn,1,Vhl,ctrl,hands,18
calve,calve,1,vf,ctrl,hands,18
pi,pi,1,vs,lowfi,hands,18
chain,Jane,0,vf,lowfi,hands,18
shelf,shelf,1,vf,lowfi,hands,18
heel,heel,1,Vhl,lowfi,hands,18
peace,peace,1,Vhl,ctrl,hands,18
leaky,lucky,0,Vhl,lowfi,hands,18
cop,cob,0,vs,lowfi,hands,18
patch,peach,0,Vhl,amp,hands,18
dad,deed,0,Vhl,lowfi,hands,18
tame,tame,1,vs,amp,hands,18
miss,mass,0,Vhl,amp,hands,18
graph,grave,0,vf,lowfi,hands,18
town,town,1,vs,lowfi,hands,18
fat,fat,1,vf,amp,hands,18
pile,pile,1,vs,amp,hands,18
ton,ton,1,vs,lowfi,hands,18
pay,bay,0,vs,lowfi,hands,18
bet,bet,1,vs,amp,hands,18
peach,beach,0,vs,lowfi,hands,18
pair,bare,0,vs,lowfi,hands,18
loop,loop,1,Vhl,amp,hands,18
tuck,tug,0,vs,lowfi,hands,18
zoo,zoo,1,vf,amp,hands,18
limb,limb,1,Vhl,ctrl,hands,18
as,ease,0,Vhl,lowfi,hands,18
blood,blood,1,Vhl,ctrl,hands,18
stop,stop,1,Vhl,lowfi,hands,18
refuse,reviews,0,vf,lowfi,hands,18
fit,fat,0,Vhl,lowfi,hands,18
as,ass,0,vf,amp,hands,18
lock,log,0,vs,amp,hands,18
niece,knees,0,vf,lowfi,hands,18
fail,vale,0,vf,amp,hands,18
tot,toot,0,Vhl,lowfi,hands,18
shard,should,0,Vhl,lowfi,hands,18
eyes,eyes,1,vf,ctrl,neck,20
tack,tick,0,Vhl,ctrl,neck,20
bar,bar,1,vs,ctrl,neck,20
league,league,1,vs,lowfi,neck,20
town,town,1,vs,lowfi,neck,20
sax,sax,1,Vhl,ctrl,neck,20
swim,swam,0,Vhl,amp,neck,20
Bart,Bart,1,vs,amp,neck,20
weak,weak,1,Vhl,ctrl,neck,20
gay,gay,1,vs,ctrl,neck,20
streak,streak,1,Vhl,amp,neck,20
seek,sack,0,Vhl,lowfi,neck,20
batch,batch,1,vf,lowfi,neck,20
pus,pus,1,Vhl,lowfi,neck,20
bat,bat,1,vs,ctrl,neck,20
waggle,wiggle,0,Vhl,ctrl,neck,20
calve,calf,0,vf,ctrl,neck,20
life,life,1,vf,amp,neck,20
prod,prude,0,Vhl,amp,neck,20
meet,meet,1,Vhl,ctrl,neck,20
nip,knap,0,Vhl,amp,neck,20
dream,drum,0,Vhl,lowfi,neck,20
fret,fret,1,vs,lowfi,neck,20
toot,tot,0,Vhl,ctrl,neck,20
fart,fart,1,Vhl,ctrl,neck,20
bed,bet,0,vs,ctrl,neck,20
reviews,reviews,1,vf,ctrl,neck,20
pack,back,0,vs,lowfi,neck,20
cookie,cookie,1,Vhl,amp,neck,20
vary,fairy,0,vf,ctrl,neck,20
patter,peter,0,Vhl,ctrl,neck,20
heel,heel,1,Vhl,lowfi,neck,20
cod,cot,0,vs,ctrl,neck,20
bleed,bleat,0,vs,ctrl,neck,20
by,by,1,vs,lowfi,neck,20
nook,nook,1,Vhl,lowfi,neck,20
cob,cob,1,vs,ctrl,neck,20
tan,tan,1,vs,amp,neck,20
shard,shard,1,Vhl,ctrl,neck,20
clod,clod,1,vs,amp,neck,20
lam,lam,1,Vhl,amp,neck,20
fox,fox,1,vf,lowfi,neck,20
cuss,cuz,0,vf,lowfi,neck,20
fuzz,fuss,0,vf,ctrl,neck,20
add,add,1,vs,ctrl,neck,20
stop,stop,1,Vhl,lowfi,neck,20
fat,fat,1,Vhl,ctrl,neck,20
lop,loop,0,Vhl,amp,neck,20
raze,raze,1,vf,ctrl,neck,20
wafer,wafer,1,vf,lowfi,neck,20
zoo,zoo,1,vf,ctrl,neck,20
blood,blood,1,Vhl,ctrl,neck,20
buyers,buyers,1,vf,lowfi,neck,20
rifle,rival,0,vf,amp,neck,20
proof,proof,1,Vhl,lowfi,neck,20
beam,bum,0,Vhl,amp,neck,20
thigh,thy,0,vf,amp,neck,20
viz,fizz,0,vf,ctrl,neck,20
sip,zip,0,vf,lowfi,neck,20
paste,baste,0,vs,lowfi,neck,20
tale,tale,1,vs,lowfi,neck,20
Adam,atom,0,vs,ctrl,neck,20
tens,tens,1,vf,lowfi,neck,20
bead,bead,1,Vhl,amp,neck,20
deed,deed,1,Vhl,amp,neck,20
patty,batty,0,vs,ctrl,neck,20
poop,boop,0,vs,amp,neck,20
lock,lock,1,vs,lowfi,neck,20
rig,rick,0,vs,ctrl,neck,20
plank,plank,1,vs,lowfi,neck,20
pin,bin,0,vs,amp,neck,20
pan,pan,1,vs,amp,neck,20
sop,sop,1,Vhl,lowfi,neck,20
pill,pill,1,Vhl,amp,neck,20
belief,belief,1,vf,ctrl,neck,20
deb,dep,0,vs,ctrl,neck,20
wink,wank,0,Vhl,lowfi,neck,20
prize,price,0,vf,ctrl,neck,20
cherry,jerry,0,vf,amp,neck,20
chest,chest,1,vf,amp,neck,20
chain,chain,1,vf,ctrl,neck,20
manse,mans,0,vf,amp,neck,20
beach,peach,0,vs,ctrl,neck,20
bought,bought,1,vs,lowfi,neck,20
bus,buzz,0,vf,amp,neck,20
deem,damn,0,Vhl,lowfi,neck,20
lace,lace,1,vf,amp,neck,20
pain,bane,0,vs,lowfi,neck,20
trace,trace,1,vf,amp,neck,20
miss,mass,0,Vhl,amp,neck,20
loss,loss,1,Vhl,amp,hands,20
bee,pee,0,vs,ctrl,hands,20
peed,bead,0,vs,amp,hands,20
vault,vault,1,vf,ctrl,hands,20
ring,rang,0,Vhl,lowfi,hands,20
chuck,chuck,1,Vhl,ctrl,hands,20
dab,dab,1,vs,ctrl,hands,20
as,ease,0,Vhl,ctrl,hands,20
Kremlin,gremlin,0,vs,lowfi,hands,20
pence,pence,1,vf,lowfi,hands,20
proof,proove,0,vf,lowfi,hands,20
chap,chip,0,Vhl,ctrl,hands,20
pile,bile,0,vs,amp,hands,20
besiege,besiege,1,vf,amp,hands,20
sink,sink,1,vf,lowfi,hands,20
mean,mean,1,Vhl,lowfi,hands,20
tomb,tomb,1,vs,amp,hands,20
lip,lib,0,vs,lowfi,hands,20
wife,wife,1,vf,lowfi,hands,20
tame,dame,0,vs,amp,hands,20
hers,hearse,0,vf,lowfi,hands,20
fetid,fetid,1,vf,amp,hands,20
grave,grave,1,vf,ctrl,hands,20
gave,gave,1,vs,amp,hands,20
kill,kill,1,vs,lowfi,hands,20
bin,bin,1,Vhl,lowfi,hands,20
lope,lobe,0,vs,amp,hands,20
cat,gat,0,vs,ctrl,hands,20
buff,beef,0,Vhl,amp,hands,20
tug,tug,1,vs,ctrl,hands,20
patch,patch,1,Vhl,ctrl,hands,20
zaps,zaps,1,Vhl,ctrl,hands,20
nap,nab,0,vs,amp,hands,20
focal,focal,1,vf,lowfi,hands,20
vile,vile,1,vf,ctrl,hands,20
toll,toll,1,vs,lowfi,hands,20
kate,kate,1,vs,amp,hands,20
bat,bad,0,vs,lowfi,hands,20
vent,vent,1,vs,lowfi,hands,20
leaky,leaky,1,Vhl,amp,hands,20
loose,loose,1,vf,lowfi,hands,20
dim,dim,1,Vhl,amp,hands,20
chin,chin,1,vf,amp,hands,20
woos,woos,1,Vhl,ctrl,hands,20
jeer,cheer,0,vf,ctrl,hands,20
clique,clique,1,Vhl,amp,hands,20
shelf,shelf,1,vf,amp,hands,20
teethe,teeth,0,vf,ctrl,hands,20
fender,fender,1,vf,lowfi,hands,20
pair,bare,0,vs,lowfi,hands,20
try,try,1,vs,lowfi,hands,20
teens,tons,0,Vhl,lowfi,hands,20
fast,fast,1,vf,lowfi,hands,20
knees,niece,0,vf,ctrl,hands,20
jack,shack,0,vf,amp,hands,20
fleas,fleece,0,vf,ctrl,hands,20
done,ton,0,vs,ctrl,hands,20
bang,bang,1,vs,ctrl,hands,20
shark,shark,1,Vhl,lowfi,hands,20
glass,class,0,vs,ctrl,hands,20
as,as,1,vf,lowfi,hands,20
time,dime,0,vs,amp,hands,20
fan,fan,1,vf,amp,hands,20
league,league,1,Vhl,lowfi,hands,20
phase,face,0,vf,ctrl,hands,20
slick,slack,0,Vhl,lowfi,hands,20
pay,pay,1,vs,amp,hands,20
fat,fat,1,vf,lowfi,hands,20
teat,tat,0,Vhl,lowfi,hands,20
begin,begun,0,Vhl,lowfi,hands,20
sap,zap,0,vf,amp,hands,20
define,define,1,vf,amp,hands,20
teach,touch,0,Vhl,amp,hands,20
bark,book,0,Vhl,amp,hands,20
neat,neat,1,Vhl,amp,hands,20
deafen,deafen,1,vf,amp,hands,20
fail,fail,1,vf,lowfi,hands,20
smock,smog,0,vs,amp,hands,20
hard,hard,1,Vhl,amp,hands,20
boot,booed,0,vs,lowfi,hands,20
chuck,cheek,0,Vhl,ctrl,hands,20
trill,trill,1,vs,amp,hands,20
zach,zach,1,vf,ctrl,hands,20
cat,cad,0,vs,amp,hands,20
meat,mat,0,Vhl,amp,hands,20
pant,pant,1,vs,lowfi,hands,20
fens,fens,1,vf,ctrl,hands,20
moose,moos,0,vf,amp,hands,20
save,safe,0,vf,lowfi,hands,20
tram,tram,1,Vhl,ctrl,hands,20
fat,fat,1,vf,lowfi,neck,26
cheer,cheer,1,vf,ctrl,neck,26
beach,peach,0,vs,lowfi,neck,26
loss,loss,1,Vhl,ctrl,neck,26
ice,eyes,0,vf,amp,neck,26
cuz,cuz,1,vf,amp,neck,26
clot,clot,1,vs,amp,neck,26
sop,sop,1,Vhl,ctrl,neck,26
shelf,shelve,0,vf,lowfi,neck,26
bun,bin,0,Vhl,ctrl,neck,26
meet,mutt,0,Vhl,ctrl,neck,26
mean,man,0,Vhl,ctrl,neck,26
waggle,wiggle,0,Vhl,amp,neck,26
mass,miss,0,Vhl,amp,neck,26
tuck,tug,0,vs,ctrl,neck,26
pay,bay,0,vs,amp,neck,26
league,leek,0,vs,ctrl,neck,26
waiver,waiver,1,vf,lowfi,neck,26
dad,dad,1,Vhl,lowfi,neck,26
teens,teens,1,Vhl,lowfi,neck,26
face,face,1,vf,lowfi,neck,26
tack,tick,0,Vhl,lowfi,neck,26
league,league,1,Vhl,amp,neck,26
vault,fault,0,vf,amp,neck,26
batch,badge,0,vf,amp,neck,26
shack,shack,1,vf,lowfi,neck,26
pain,pain,1,vs,ctrl,neck,26
pang,pang,1,vs,lowfi,neck,26
blood,blood,1,Vhl,amp,neck,26
pile,bile,0,vs,lowfi,neck,26
tense,tense,1,vf,amp,neck,26
deafen,deafen,1,vf,lowfi,neck,26
try,dry,0,vs,amp,neck,26
done,done,1,vs,ctrl,neck,26
thigh,thigh,1,vf,lowfi,neck,26
chuck,cheek,0,Vhl,amp,neck,26
tab,dab,0,vs,lowfi,neck,26
pin,pin,1,vs,amp,neck,26
baste,baste,1,vs,ctrl,neck,26
rang,ring,0,Vhl,ctrl,neck,26
teat,tat,0,Vhl,amp,neck,26
rig,rig,1,vs,amp,neck,26
nap,nap,1,vs,lowfi,neck,26
sue,sue,1,vf,lowfi,neck,26
struck,struck,1,Vhl,ctrl,neck,26
lock,log,0,vs,amp,neck,26
peace,peace,1,Vhl,lowfi,neck,26
buff,buff,1,Vhl,lowfi,neck,26
manse,mans,0,vf,amp,neck,26
vetted,vetted,1,vf,amp,neck,26
deem,deem,1,Vhl,ctrl,neck,26
begun,begun,1,Vhl,lowfi,neck,26
lope,lope,1,vs,ctrl,neck,26
class,glass,0,vs,lowfi,neck,26
teach,teach,1,Vhl,amp,neck,26
grave,graph,0,vf,lowfi,neck,26
vent,vent,1,vs,amp,neck,26
shard,shard,1,Vhl,lowfi,neck,26
bed,bed,1,vs,amp,neck,26
trim,trim,1,Vhl,lowfi,neck,26
kate,gait,0,vs,ctrl,neck,26
moose,moose,1,vf,lowfi,neck,26
wink,wink,1,Vhl,amp,neck,26
vale,fail,0,vf,ctrl,neck,26
heel,heel,1,Vhl,amp,neck,26
chick,chuck,0,Vhl,ctrl,neck,26
fuzz,fuss,0,vf,ctrl,neck,26
zinc,sink,0,vf,lowfi,neck,26
pi,by,0,vs,ctrl,neck,26
smog,smock,0,vs,lowfi,neck,26
nip,knap,0,Vhl,ctrl,neck,26
drill,trill,0,vs,lowfi,neck,26
calf,calve,0,vf,ctrl,neck,26
peed,peed,1,vs,lowfi,neck,26
tale,dale,0,vs,ctrl,neck,26
pal,pal,1,Vhl,ctrl,neck,26
wife,wife,1,vf,ctrl,neck,26
fairy,fairy,1,vf,amp,neck,26
pant,bant,0,vs,amp,neck,26
bark,bark,1,Vhl,amp,neck,26
fizz,fizz,1,vf,amp,neck,26
pack,back,0,vs,amp,neck,26
belief,believe,0,vf,lowfi,neck,26
hood,hard,0,Vhl,lowfi,neck,26
fret,fred,0,vs,ctrl,neck,26
prof,prof,1,Vhl,lowfi,neck,26
slack,slick,0,Vhl,lowfi,neck,26
zips,zips,1,Vhl,amp,neck,26
patty,batty,0,vs,lowfi,neck,26
peach,peach,1,Vhl,ctrl,neck,26
bat,bat,1,vs,lowfi,hands,26
doom,doom,1,vs,ctrl,hands,26
leaky,leaky,1,Vhl,lowfi,hands,26
meat,meat,1,Vhl,ctrl,hands,26
nook,nark,0,Vhl,amp,hands,26
fleas,fleas,1,vf,amp,hands,26
sack,seek,0,Vhl,amp,hands,26
Kay,Kay,1,vs,ctrl,hands,26
pens,pence,0,vf,lowfi,hands,26
vile,vile,1,vf,amp,hands,26
cop,cop,1,vs,amp,hands,26
trays,trays,1,vf,lowfi,hands,26
bleat,bleed,0,vs,ctrl,hands,26
divine,divine,1,vf,lowfi,hands,26
sap,sap,1,vf,amp,hands,26
pee,bee,0,vs,ctrl,hands,26
lam,lam,1,Vhl,ctrl,hands,26
fox,vox,0,vf,ctrl,hands,26
six,six,1,Vhl,lowfi,hands,26
ass,ass,1,vf,amp,hands,26
shook,shark,0,Vhl,amp,hands,26
lip,lip,1,vs,amp,hands,26
swam,swim,0,Vhl,ctrl,hands,26
sack,sack,1,vf,amp,hands,26
refuse,refuse,1,vf,lowfi,hands,26
cherry,cherry,1,vf,amp,hands,26
prod,prude,0,Vhl,lowfi,hands,26
damn,damn,1,Vhl,lowfi,hands,26
ease,ease,1,Vhl,ctrl,hands,26
bought,bought,1,vs,lowfi,hands,26
fence,fens,0,vf,ctrl,hands,26
besiege,besiege,1,vf,ctrl,hands,26
focal,focal,1,vf,lowfi,hands,26
bad,bat,0,vs,ctrl,hands,26
cave,cave,1,vs,lowfi,hands,26
vendor,fender,0,vf,lowfi,hands,26
loose,lose,0,vf,amp,hands,26
blank,blank,1,vs,ctrl,hands,26
tan,Dan,0,vs,amp,hands,26
cat,cad,0,vs,amp,hands,26
bare,bare,1,vs,ctrl,hands,26
dole,dole,1,vs,amp,hands,26
drum,dream,0,Vhl,lowfi,hands,26
pan,pan,1,vs,ctrl,hands,26
lop,lop,1,Vhl,lowfi,hands,26
fat,fit,0,Vhl,amp,hands,26
life,live,0,vf,ctrl,hands,26
rifle,rifle,1,vf,lowfi,hands,26
price,price,1,vf,ctrl,hands,26
tame,tame,1,vs,ctrl,hands,26
sip,sip,1,vf,lowfi,hands,26
neat,neat,1,Vhl,ctrl,hands,26
atom,atom,1,vs,lowfi,hands,26
add,add,1,vs,amp,hands,26
dep,dep,1,vs,amp,hands,26
jest,jest,1,vf,lowfi,hands,26
knees,knees,1,vf,ctrl,hands,26
was,woos,0,Vhl,ctrl,hands,26
chap,chip,0,Vhl,amp,hands,26
proof,proof,1,vf,ctrl,hands,26
khaki,khaki,1,Vhl,amp,hands,26
bus,bus,1,vf,lowfi,hands,26
clique,clique,1,Vhl,amp,hands,26
bead,bad,0,Vhl,lowfi,hands,26
Kremlin,gremlin,0,vs,amp,hands,26
vast,vast,1,vf,lowfi,hands,26
bar,bar,1,vs,ctrl,hands,26
dime,time,0,vs,ctrl,hands,26
lace,lace,1,vf,ctrl,hands,26
raze,raze,1,vf,amp,hands,26
tot,tot,1,Vhl,amp,hands,26
fart,fart,1,Vhl,lowfi,hands,26
cod,cot,0,vs,ctrl,hands,26
booed,booed,1,vs,amp,hands,26
stoop,stoop,1,Vhl,lowfi,hands,26
kill,gill,0,vs,ctrl,hands,26
wack,weak,0,Vhl,ctrl,hands,26
save,save,1,vf,amp,hands,26
gin,gin,1,vf,amp,hands,26
fan,van,0,vf,ctrl,hands,26
